Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,PredictedSalePrice
2263,60,3,98.0,12328,1,2,0,3,0,4,0,22,2,2,0,4,8,5,2005,2005,3,0,10,12,3,146.0,2,4,2,0,3,2,2,986.0,5,0.0,163.0,1149.0,0,0,1,3,1164,1377,0,2541,1.0,0.0,3,1,4,1,0,10,6,1,2,3,2005.0,0,3.0,729.0,3,4,2,120,32,0,0,0,0,2,4,3,0,7,2007,8,4,429281.66723995423
2264,20,3,52.0,51974,1,2,0,3,0,1,0,22,4,2,0,2,9,5,2006,2007,3,0,10,12,1,710.0,0,4,2,0,3,0,2,1101.0,5,0.0,1559.0,2660.0,0,0,1,3,2338,0,0,2338,1.0,0.0,2,1,4,1,2,8,6,2,2,1,2005.0,0,3.0,1110.0,1,4,2,0,135,0,0,322,0,2,4,3,0,6,2007,6,5,491046.04547255114
2265,190,3,195.0,41600,1,2,0,3,0,2,0,8,2,2,1,2,5,5,1969,1990,1,0,6,6,2,0.0,3,4,1,2,3,1,0,1047.0,5,0.0,53.0,1100.0,1,4,1,3,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,4,0,5,0,1969.0,2,3.0,828.0,3,4,0,144,0,0,0,0,0,2,4,3,0,11,2007,8,4,219716.5432237005
2266,120,3,61.0,8035,1,2,0,1,0,4,0,22,2,2,4,2,9,5,2006,2006,1,0,7,8,1,165.0,2,4,2,0,3,1,2,797.0,5,0.0,815.0,1612.0,0,0,1,3,1612,0,0,1612,1.0,0.0,2,0,2,1,0,6,6,1,2,1,2006.0,0,2.0,556.0,3,4,2,0,164,0,0,0,0,2,4,3,0,3,2007,8,4,350004.41386484215
2267,20,3,85.0,14082,1,2,0,1,0,4,0,22,2,2,0,2,8,5,2006,2006,3,0,10,12,1,945.0,2,4,2,0,1,1,2,1558.0,5,0.0,662.0,2220.0,0,0,1,3,2234,0,0,2234,1.0,0.0,1,1,1,1,2,7,6,1,2,1,2006.0,1,2.0,724.0,3,4,2,390,80,0,0,0,0,2,4,3,0,1,2007,8,4,414544.5034307577
2268,20,3,81.0,13870,1,2,0,1,0,4,0,22,3,3,0,2,10,5,2006,2007,3,0,5,5,1,250.0,0,4,2,0,3,1,2,1152.0,5,0.0,590.0,1742.0,0,0,1,3,2042,0,0,2042,1.0,0.0,2,0,3,1,0,8,6,1,2,1,2007.0,0,3.0,724.0,3,4,2,240,52,0,0,174,0,2,4,3,0,10,2007,6,5,453685.56703547644
2269,20,3,70.04995836802664,10960,1,2,0,3,0,4,0,14,2,2,0,2,6,5,1984,1984,3,0,6,6,2,0.0,3,4,1,2,3,3,2,256.0,5,0.0,1028.0,1284.0,0,4,1,3,1284,0,0,1284,1.0,0.0,2,0,3,1,3,5,6,0,5,1,1984.0,2,2.0,480.0,3,4,2,0,0,192,0,0,0,2,4,3,0,4,2007,0,0,236431.26992523344
2270,60,3,78.0,12090,1,2,3,3,0,4,0,14,2,2,0,4,7,7,1981,2003,1,0,7,8,1,306.0,2,4,1,2,3,3,0,321.0,5,0.0,404.0,725.0,0,0,1,3,725,754,0,1479,0.0,0.0,2,1,3,1,2,6,6,1,4,1,1981.0,1,2.0,484.0,3,4,2,167,72,0,0,0,0,2,4,3,0,3,2007,8,4,289644.6119777779
2271,20,3,93.0,12299,1,2,3,3,0,4,0,14,2,2,0,2,7,6,1978,1985,1,0,8,9,3,67.0,3,4,1,2,3,3,2,1328.0,5,0.0,201.0,1529.0,0,4,1,3,1664,0,0,1664,1.0,0.0,2,0,3,1,2,7,6,1,4,1,1978.0,0,2.0,663.0,3,4,2,0,0,0,0,0,0,2,4,3,0,9,2007,8,4,300478.65934275766
2272,60,3,61.0,11339,1,2,0,3,0,4,0,14,3,2,0,4,7,5,1979,1979,3,2,6,9,1,549.0,3,4,1,2,3,3,0,758.0,5,0.0,22.0,780.0,0,4,1,3,1085,845,0,1930,1.0,0.0,2,1,4,1,2,9,6,1,4,1,1979.0,0,2.0,481.0,3,4,2,192,72,0,0,0,0,2,4,3,0,3,2007,8,4,334276.1326445518
2273,20,3,79.0,11850,1,2,3,3,0,2,0,14,2,2,0,2,6,6,1984,1984,1,0,8,9,1,98.0,3,4,1,2,3,3,0,781.0,5,0.0,372.0,1153.0,0,4,1,3,1177,0,0,1177,0.0,0.0,2,0,3,1,2,6,6,0,5,1,1984.0,0,2.0,495.0,3,4,2,204,103,0,0,0,0,2,2,3,0,8,2007,8,4,248003.47564458312
2274,20,3,80.0,10400,1,2,3,3,0,4,0,14,2,2,0,2,6,5,1979,1999,1,0,7,8,1,253.0,3,4,1,2,3,3,2,903.0,5,0.0,356.0,1259.0,0,0,1,3,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,6,1,4,1,1979.0,1,2.0,478.0,3,4,2,240,141,0,0,0,0,2,4,3,0,8,2007,8,4,262456.29837197857
2275,20,3,128.0,13001,1,2,0,3,0,4,0,14,4,2,0,2,6,5,1971,1971,3,0,6,6,1,176.0,3,4,1,3,3,2,0,492.0,1,121.0,1012.0,1625.0,0,4,1,3,1220,0,0,1220,0.0,1.0,2,0,2,1,3,6,6,1,4,1,1971.0,2,2.0,944.0,3,4,2,0,0,249,0,0,0,2,4,3,0,9,2007,8,4,224226.10513780592
2276,80,3,64.0,8991,1,2,0,3,0,1,0,14,4,2,0,6,7,6,1976,1976,1,0,8,9,3,130.0,3,4,1,2,3,1,2,624.0,4,604.0,0.0,1228.0,0,4,1,3,1324,0,0,1324,0.0,1.0,2,0,3,1,2,5,6,1,1,1,1976.0,0,2.0,585.0,3,4,2,407,36,0,0,0,0,2,4,3,0,2,2007,8,4,285184.0200952478
2277,60,3,80.0,8000,1,2,3,3,0,4,0,14,4,2,0,4,6,6,1974,1974,1,0,6,6,2,0.0,3,4,1,3,3,3,0,931.0,3,153.0,0.0,1084.0,0,4,1,3,1084,793,0,1877,1.0,0.0,2,1,4,1,3,8,6,1,4,1,1974.0,2,2.0,488.0,3,4,2,0,96,0,0,0,0,2,4,3,0,11,2007,8,4,261193.19334577955
2278,20,3,63.0,9457,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1970,1990,1,0,7,8,2,0.0,3,4,1,3,3,3,0,566.0,5,0.0,359.0,925.0,0,4,1,3,1422,0,0,1422,1.0,0.0,1,0,3,1,3,7,3,0,5,5,1988.0,2,2.0,576.0,3,4,2,252,0,0,0,0,0,2,1,3,0,9,2007,8,4,229429.1577587037
2279,20,3,66.0,7920,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1970,2002,1,0,6,6,1,32.0,3,4,1,3,3,3,0,81.0,2,619.0,214.0,914.0,0,0,1,3,914,0,0,914,0.0,0.0,1,0,3,1,0,5,6,0,5,1,1970.0,1,1.0,368.0,3,2,2,120,0,0,0,0,0,2,4,3,0,10,2007,8,4,200020.35168385739
2280,20,3,70.04995836802664,17199,1,2,3,3,0,2,0,12,2,2,0,2,4,7,1961,1961,1,0,7,8,2,0.0,3,2,0,3,3,3,0,314.0,5,0.0,600.0,914.0,0,0,1,3,914,0,0,914,0.0,0.0,1,0,2,1,3,4,6,0,5,2,1961.0,2,1.0,270.0,0,4,2,140,0,0,0,0,0,2,1,3,0,7,2007,8,4,178902.05116004194
2281,120,2,33.0,4113,1,2,0,3,0,4,0,12,2,2,4,2,6,5,2001,2001,1,0,7,8,2,0.0,2,4,2,2,3,2,5,0.0,5,0.0,1337.0,1337.0,0,0,1,3,1337,0,0,1337,0.0,0.0,2,0,2,1,2,5,6,1,4,1,2001.0,0,2.0,511.0,3,4,2,136,68,0,0,0,0,2,4,3,0,7,2007,8,4,253199.41357090115
2282,120,2,26.0,10943,1,2,1,3,0,2,0,12,2,2,4,2,6,5,1997,1998,1,0,7,8,2,0.0,2,4,2,2,3,3,2,930.0,5,0.0,475.0,1405.0,0,0,1,3,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,6,1,4,1,1997.0,0,2.0,522.0,3,4,2,0,68,0,0,0,0,2,4,3,0,10,2007,8,4,264278.2686104551
2283,160,4,21.0,2205,1,2,3,3,0,4,0,2,2,2,3,4,6,6,1973,1973,1,0,6,6,1,567.0,3,4,1,3,3,3,0,312.0,5,0.0,213.0,525.0,0,4,1,3,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,5,5,1973.0,2,1.0,264.0,3,4,2,144,0,0,0,0,0,2,4,3,0,2,2007,8,4,197340.19741418865
2284,160,4,21.0,2058,1,2,3,3,0,4,0,2,2,2,3,4,6,5,1973,1973,1,0,6,6,1,265.0,3,4,1,3,3,3,5,0.0,5,0.0,672.0,672.0,0,0,1,3,672,546,0,1218,0.0,0.0,1,1,4,1,0,7,6,0,5,5,1973.0,2,1.0,264.0,3,4,2,0,28,0,0,0,0,2,4,3,0,12,2007,8,4,207014.36892084987
2285,120,3,24.0,2304,1,2,3,3,0,4,0,13,2,2,3,2,7,7,1978,1978,1,0,8,2,2,0.0,3,4,1,2,3,3,2,632.0,5,6.0,423.0,1061.0,0,4,1,3,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,6,0,5,1,1978.0,2,1.0,319.0,3,4,2,108,32,0,0,0,0,2,4,3,0,4,2007,8,4,212873.06721521495
2286,20,3,65.0,7150,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1966,1966,3,0,6,6,1,52.0,3,4,1,3,3,3,1,725.0,5,0.0,263.0,988.0,0,4,1,3,988,0,0,988,1.0,0.0,1,0,3,1,3,5,6,0,5,5,1974.0,2,1.0,360.0,3,4,2,0,0,0,0,0,0,2,4,3,0,11,2007,8,4,196414.64588377555
2287,20,3,96.0,12469,1,2,3,3,0,2,0,16,2,2,0,2,9,5,2006,2007,3,0,10,12,3,378.0,0,4,2,0,3,1,2,1151.0,5,0.0,639.0,1790.0,0,0,1,3,1816,0,0,1816,1.0,0.0,2,0,3,1,0,7,6,1,2,1,2007.0,0,3.0,730.0,3,4,2,186,36,0,0,0,0,2,4,3,0,8,2007,6,5,438881.2572301808
2288,20,3,91.0,11825,1,2,3,3,0,4,0,16,2,2,0,2,8,5,2006,2007,1,0,5,5,3,302.0,2,4,2,0,3,2,5,0.0,5,0.0,1694.0,1694.0,0,0,1,3,1694,0,0,1694,0.0,0.0,2,0,3,1,2,7,6,1,2,1,2006.0,1,3.0,856.0,3,4,2,0,112,0,0,0,0,2,4,3,0,6,2007,6,5,356264.0864068223
2289,20,3,110.0,14333,1,2,3,3,0,0,0,16,2,2,0,2,8,5,2007,2007,1,0,10,12,2,0.0,2,4,2,2,3,1,2,1518.0,5,0.0,590.0,2108.0,0,0,1,3,2122,0,0,2122,1.0,0.0,2,1,2,1,2,7,6,1,0,1,2007.0,0,3.0,938.0,3,4,2,130,142,0,0,0,0,2,4,3,0,11,2007,6,5,373912.77319878107
2290,60,3,107.0,13641,1,2,3,3,0,4,0,16,2,2,0,4,9,5,2007,2007,3,0,5,5,1,456.0,0,4,2,0,3,1,2,1304.0,5,0.0,630.0,1934.0,0,0,1,3,1943,713,0,2656,1.0,0.0,2,1,3,1,0,8,6,1,2,1,2007.0,1,3.0,1040.0,3,4,2,268,58,0,0,0,0,2,4,3,0,12,2007,6,5,469159.7646427101
2291,60,3,110.0,13440,1,2,3,3,0,4,0,16,2,2,0,4,8,5,2006,2007,3,0,10,12,1,190.0,2,4,2,0,3,3,5,0.0,5,0.0,1108.0,1108.0,0,0,1,3,1148,1402,0,2550,0.0,0.0,2,1,4,1,0,11,6,1,2,3,2006.0,0,3.0,670.0,3,4,2,120,39,0,0,0,0,2,4,3,0,3,2007,6,5,401075.08772081276
2292,20,3,105.0,15431,1,2,3,3,0,4,0,16,2,2,0,2,10,5,2005,2006,3,0,10,12,1,400.0,0,4,2,0,3,1,2,1430.0,5,0.0,564.0,1994.0,0,0,1,3,2046,0,0,2046,1.0,0.0,2,1,2,1,0,7,6,2,2,1,2005.0,0,3.0,878.0,3,4,2,188,65,0,0,175,0,2,4,3,0,8,2007,8,4,464192.7548263713
2293,20,3,107.0,13891,1,2,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,0,10,12,3,456.0,0,4,2,0,3,1,2,1812.0,5,0.0,740.0,2552.0,0,0,1,3,2552,0,0,2552,1.0,0.0,2,0,3,1,0,8,6,2,0,1,2007.0,0,3.0,932.0,3,4,2,130,28,0,0,0,0,2,4,3,0,10,2007,6,5,488846.8546082969
2294,60,3,118.0,13654,1,2,0,3,0,1,0,16,2,2,0,4,9,5,2005,2006,1,0,7,8,1,365.0,2,4,2,0,3,1,5,0.0,5,0.0,1704.0,1704.0,0,0,1,3,1722,1036,0,2758,0.0,0.0,2,1,4,1,0,9,6,1,0,3,2005.0,0,3.0,814.0,3,4,2,282,55,0,0,0,0,2,4,3,0,5,2007,8,4,429207.42032752
2295,20,3,59.0,17169,1,2,1,3,0,1,0,16,2,2,0,2,10,5,2007,2007,3,0,5,5,1,970.0,0,4,2,0,3,0,2,1684.0,5,0.0,636.0,2320.0,0,0,1,3,2290,0,0,2290,2.0,0.0,2,1,2,1,0,7,6,1,2,1,2007.0,0,3.0,1174.0,3,4,2,192,30,0,0,0,0,2,4,3,0,8,2007,6,5,512260.4010384015
2296,60,3,134.0,16659,1,2,0,3,0,0,0,16,2,2,0,4,8,5,2007,2008,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1582.0,1582.0,0,0,1,3,1582,570,0,2152,0.0,0.0,2,1,3,1,2,7,6,1,2,5,2007.0,2,2.0,728.0,3,4,2,0,368,0,0,0,0,2,4,3,0,6,2007,6,5,321435.2263737442
2297,60,3,82.0,9709,1,2,0,3,0,4,0,16,2,2,0,4,8,5,2007,2007,1,0,10,12,3,120.0,0,4,2,0,3,1,2,778.0,5,0.0,140.0,918.0,0,0,1,3,958,1142,0,2100,1.0,0.0,2,1,3,1,0,8,6,2,2,3,2007.0,0,3.0,786.0,3,4,2,172,104,0,0,0,0,2,4,3,0,9,2007,6,5,425569.71886915853
2298,20,3,94.0,13615,1,2,0,1,0,0,1,16,2,2,0,2,9,5,2006,2006,3,0,7,8,3,510.0,0,4,2,0,3,1,5,0.0,5,0.0,1802.0,1802.0,0,0,1,3,1802,0,0,1802,0.0,0.0,2,1,3,1,0,7,6,1,2,1,2006.0,0,3.0,843.0,3,4,2,158,105,0,0,0,0,2,4,3,0,6,2007,8,4,422785.68828358036
2299,60,3,99.0,13069,1,2,0,3,0,4,0,16,2,2,0,4,8,5,2004,2004,1,0,10,12,1,502.0,2,4,2,2,3,0,5,0.0,5,0.0,1706.0,1706.0,0,0,1,3,1718,1238,0,2956,0.0,0.0,2,1,5,1,0,11,6,1,0,3,2004.0,1,3.0,916.0,3,4,2,194,50,0,0,0,0,2,4,3,0,8,2007,8,4,420998.91763082147
2300,60,3,110.0,14277,1,2,3,3,0,4,0,16,2,2,0,4,8,5,2003,2003,1,0,10,12,1,280.0,2,4,2,0,3,2,2,938.0,5,0.0,379.0,1317.0,0,0,1,3,1217,1168,0,2385,1.0,0.0,2,1,3,1,2,7,6,1,2,1,2003.0,0,3.0,818.0,3,4,2,192,228,0,0,0,0,2,4,3,0,1,2007,8,4,379364.16433509206
2301,60,3,70.04995836802664,12568,1,2,3,3,0,4,0,16,2,2,0,4,8,5,2007,2007,3,0,10,12,3,246.0,2,4,2,0,3,0,2,669.0,5,0.0,226.0,895.0,0,0,1,3,895,923,0,1818,1.0,0.0,2,1,3,1,0,8,6,1,2,1,2007.0,0,3.0,774.0,3,4,2,196,104,0,0,0,0,2,4,3,0,8,2007,6,5,400435.18536545336
2302,20,3,70.0,9926,1,2,0,3,0,4,0,16,2,2,0,2,7,5,2005,2006,1,0,10,12,1,210.0,2,4,2,2,3,2,2,1178.0,5,0.0,436.0,1614.0,0,0,1,3,1614,0,0,1614,1.0,0.0,2,0,3,1,2,7,6,0,5,1,2005.0,1,3.0,878.0,3,4,2,100,38,0,0,0,0,2,4,3,0,5,2007,8,4,326010.4251229691
2303,20,3,71.0,9254,1,2,0,3,0,4,0,16,2,2,0,2,8,5,2005,2005,1,0,10,12,1,210.0,2,4,2,2,3,3,2,119.0,5,0.0,1602.0,1721.0,0,0,1,3,1721,0,0,1721,1.0,0.0,2,0,3,1,2,7,6,0,5,1,2005.0,1,2.0,554.0,3,4,2,168,27,0,0,0,0,2,4,3,0,1,2007,8,4,320442.8117623769
2304,60,3,92.0,10732,1,2,0,3,0,0,0,16,2,2,0,4,8,5,2006,2007,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1298.0,1298.0,0,0,1,3,1298,530,0,1828,0.0,0.0,2,1,3,1,2,7,6,0,5,3,2006.0,1,3.0,876.0,3,4,2,0,40,0,0,0,0,2,4,3,0,2,2007,6,5,314573.85991917085
2305,120,3,34.0,3901,1,2,3,3,0,4,0,16,2,2,3,2,6,5,2005,2006,1,0,10,12,3,182.0,2,4,2,2,3,0,0,866.0,5,0.0,436.0,1302.0,0,0,1,3,1302,0,0,1302,1.0,0.0,1,1,1,1,2,5,6,1,2,1,2005.0,1,2.0,631.0,3,4,2,110,50,0,0,0,0,2,4,3,0,8,2007,6,5,290676.7172107741
2306,120,3,34.0,3903,1,2,3,3,0,4,0,16,2,2,3,2,6,5,2005,2006,1,0,10,12,3,182.0,2,4,2,2,3,0,0,1030.0,5,0.0,272.0,1302.0,0,0,1,3,1302,0,0,1302,1.0,0.0,1,1,1,1,2,5,6,1,2,1,2005.0,1,2.0,631.0,3,4,2,110,50,0,0,0,0,2,4,3,0,5,2007,8,4,288258.0238936201
2307,120,3,41.0,6289,1,2,0,3,0,4,0,16,2,2,4,2,6,5,2005,2006,1,0,10,12,3,256.0,2,4,2,2,3,0,0,762.0,5,0.0,600.0,1362.0,0,0,1,3,1362,0,0,1362,1.0,0.0,2,0,2,1,2,6,6,1,2,1,2005.0,1,2.0,460.0,3,4,2,192,28,0,0,0,0,2,4,3,0,6,2007,8,4,297538.9836777146
2308,120,3,34.0,4590,1,2,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,0,10,12,3,108.0,2,4,2,2,1,2,2,24.0,5,0.0,1530.0,1554.0,0,0,1,3,1554,0,0,1554,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2006.0,1,2.0,627.0,3,4,2,156,73,0,0,0,0,2,4,3,0,5,2007,1,4,301028.02220298536
2309,120,3,48.0,7841,1,2,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,0,7,8,1,394.0,0,4,2,0,3,3,2,848.0,5,0.0,729.0,1577.0,0,0,1,3,1577,0,0,1577,1.0,0.0,2,0,2,1,0,6,6,1,2,1,2005.0,1,2.0,564.0,3,4,2,203,39,0,0,0,0,2,4,3,0,5,2007,8,4,382414.57369004656
2310,120,3,48.0,6240,1,2,3,3,0,4,0,16,2,2,4,2,8,5,2006,2006,3,0,7,8,1,176.0,2,4,2,2,3,3,2,24.0,5,0.0,1300.0,1324.0,0,0,1,3,1324,0,0,1324,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2006.0,0,2.0,550.0,3,4,2,0,38,0,0,0,0,2,4,3,0,9,2007,6,5,281271.38465852896
2311,120,3,48.0,3242,1,2,3,3,0,4,0,16,2,2,4,2,7,5,2003,2003,1,0,10,14,3,235.0,2,4,2,2,3,3,2,1000.0,5,0.0,405.0,1405.0,0,0,1,3,1405,0,0,1405,1.0,0.0,2,0,2,1,2,6,6,1,2,1,2003.0,1,2.0,478.0,3,4,2,136,36,0,0,0,0,2,4,3,0,3,2007,8,4,294194.43033374334
2312,60,3,59.0,15810,1,2,0,3,0,4,0,8,6,2,0,4,6,5,2007,2007,1,0,10,12,4,103.68526170798899,2,4,1,2,3,3,5,0.0,5,0.0,768.0,768.0,0,0,1,3,768,728,0,1496,0.0,0.0,3,0,3,1,2,7,6,0,5,1,2007.0,2,2.0,572.0,3,4,2,100,0,0,0,0,0,2,4,3,0,5,2007,6,5,279900.84516973794
2313,60,3,65.0,10237,1,2,3,3,0,4,0,8,6,2,0,4,6,5,2005,2006,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,768.0,768.0,0,0,1,3,768,768,0,1536,0.0,0.0,2,1,3,1,2,6,6,1,2,1,2005.0,0,2.0,400.0,3,4,2,100,38,0,0,0,0,2,4,3,0,6,2007,8,4,259538.03023682022
2314,60,3,58.0,13204,1,2,0,3,0,4,0,8,6,2,0,4,7,5,2006,2007,1,0,10,12,3,44.0,3,4,2,2,3,3,5,0.0,5,0.0,608.0,608.0,0,0,1,3,608,850,0,1458,0.0,0.0,2,0,3,1,2,6,6,0,5,3,2007.0,0,2.0,454.0,3,4,2,100,33,0,0,0,0,2,4,3,0,5,2007,6,5,266942.9206117997
2315,60,3,62.0,8857,1,2,0,3,0,4,0,8,2,2,0,4,6,5,2006,2006,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,738.0,738.0,0,0,1,3,738,757,0,1495,0.0,0.0,2,1,3,1,2,7,6,1,2,1,2006.0,1,2.0,440.0,3,4,2,100,30,0,0,0,0,2,4,3,0,3,2007,6,5,273290.202676903
2316,60,3,63.0,9729,1,2,0,3,0,4,0,8,2,2,0,4,6,5,2006,2007,1,0,10,12,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,698.0,698.0,0,0,1,3,698,1048,0,1746,1.0,0.0,2,1,3,1,2,6,6,1,2,3,2007.0,2,3.0,350.0,3,4,2,0,34,0,0,0,0,2,4,3,0,6,2007,6,5,298344.03120578034
2317,20,3,88.0,12216,1,2,0,3,0,0,0,8,2,2,0,2,6,5,2005,2005,1,0,10,12,2,0.0,3,4,2,2,3,0,2,918.0,5,0.0,408.0,1326.0,0,0,1,3,1326,0,0,1326,1.0,0.0,2,0,3,1,2,6,6,0,5,1,2005.0,0,2.0,388.0,3,4,2,120,23,0,0,0,0,2,4,2,2000,6,2007,8,4,274460.799434057
2318,60,3,72.0,8229,1,2,0,3,0,4,0,8,2,2,0,4,6,5,2007,2007,1,0,10,12,3,22.0,2,4,2,2,3,0,5,0.0,5,0.0,752.0,752.0,0,0,1,3,752,752,0,1504,0.0,0.0,2,1,3,1,2,6,6,0,5,1,2007.0,0,2.0,440.0,3,4,2,100,32,0,0,0,0,2,4,3,0,12,2007,6,5,275884.69130375213
2319,60,3,64.0,7713,1,2,3,3,0,4,0,8,2,2,0,4,7,5,2007,2007,1,0,10,12,3,16.0,2,4,2,2,3,3,5,0.0,5,0.0,728.0,728.0,0,0,1,3,728,728,0,1456,0.0,0.0,2,1,3,1,2,7,6,0,5,1,2007.0,0,2.0,400.0,3,4,2,100,24,0,0,0,0,2,4,3,0,7,2007,6,5,276220.4444943047
2320,20,3,64.0,7697,1,2,3,3,0,4,0,8,2,2,0,2,7,6,2007,2007,1,0,10,12,1,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1246.0,1246.0,0,0,1,3,1258,0,0,1258,0.0,0.0,2,0,3,1,2,6,6,0,5,1,2007.0,1,2.0,462.0,3,4,2,0,0,0,0,0,0,2,4,3,0,8,2007,6,5,267118.2861818704
2321,120,3,70.04995836802664,3621,1,2,3,3,0,4,0,0,2,2,4,2,8,5,2003,2003,3,0,10,12,1,72.0,2,4,2,2,3,1,2,1084.0,5,0.0,322.0,1406.0,0,0,1,3,1589,0,0,1589,1.0,0.0,2,0,2,1,2,7,6,1,4,1,2003.0,0,3.0,630.0,3,4,2,143,20,0,0,0,0,2,4,3,0,11,2007,8,4,311735.12118251435
2322,20,3,53.0,3710,1,2,3,3,0,4,0,0,2,2,0,2,7,5,2007,2007,1,0,10,12,1,16.0,2,4,2,2,3,0,5,0.0,5,0.0,1266.0,1266.0,0,0,1,3,1266,0,0,1266,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2007.0,0,2.0,388.0,3,4,2,100,16,0,0,0,0,2,4,3,0,8,2007,6,5,283299.6846929437
2323,80,3,65.0,16219,1,2,1,3,0,4,0,8,2,2,0,6,7,5,2004,2005,1,0,10,12,2,0.0,2,4,2,2,3,1,2,779.0,5,0.0,56.0,835.0,0,0,1,3,1119,0,0,1119,1.0,0.0,2,0,2,1,2,5,6,0,5,1,2004.0,0,2.0,437.0,3,4,2,100,24,0,0,0,0,2,4,3,0,4,2007,8,4,274393.8201503891
2324,80,3,87.0,11084,1,2,0,3,0,0,0,8,2,2,0,6,7,5,2004,2004,1,0,10,12,2,0.0,2,4,2,2,3,3,2,192.0,5,0.0,192.0,384.0,0,0,1,3,744,630,0,1374,1.0,0.0,2,1,3,1,2,8,6,1,2,3,2004.0,0,2.0,400.0,3,4,2,100,0,0,0,0,0,2,4,3,0,6,2007,8,3,278583.49188878434
2325,20,3,59.0,10936,1,2,0,3,0,4,0,8,2,2,0,2,7,5,2006,2006,1,0,10,12,2,0.0,2,4,2,2,3,0,5,0.0,5,0.0,1510.0,1510.0,0,0,1,3,1525,0,0,1525,0.0,0.0,2,1,3,1,2,6,6,1,2,1,2006.0,1,2.0,534.0,3,4,2,100,18,0,0,0,0,2,4,3,0,4,2007,6,5,304471.89873334183
2326,80,3,70.04995836802664,11950,1,2,0,3,0,0,0,8,2,2,0,6,7,5,2003,2003,1,0,10,12,4,103.68526170798899,2,4,2,2,3,3,5,0.0,5,0.0,384.0,384.0,0,0,1,3,754,640,0,1394,0.0,0.0,2,1,3,1,2,7,6,1,4,3,2003.0,0,2.0,400.0,3,4,2,100,0,0,0,0,0,2,4,3,0,10,2007,8,4,280867.0560897754
2327,60,3,63.0,7875,1,2,3,3,0,4,0,8,2,2,0,4,7,5,2003,2003,1,0,10,12,1,16.0,2,4,2,2,3,3,5,0.0,5,0.0,847.0,847.0,0,0,1,3,847,1101,0,1948,0.0,0.0,2,1,4,1,2,8,6,1,2,3,2003.0,0,2.0,434.0,3,4,2,0,48,0,0,0,0,2,4,3,0,7,2007,8,4,291066.3998665577
2328,60,3,70.04995836802664,8740,1,2,0,3,0,4,0,8,2,2,0,4,7,5,2002,2002,1,0,10,12,2,0.0,2,4,2,2,3,3,2,574.0,5,0.0,280.0,854.0,0,0,1,3,864,1131,0,1995,0.0,0.0,2,1,4,1,2,8,6,1,2,3,2002.0,0,2.0,435.0,3,4,2,264,48,0,0,0,0,2,4,3,0,7,2007,8,4,311048.8694275208
2329,60,3,58.0,9487,1,2,0,3,0,4,0,8,2,2,0,4,6,5,2000,2000,1,0,10,12,2,0.0,3,4,2,2,3,3,2,520.0,5,0.0,395.0,915.0,0,0,1,3,940,750,0,1690,1.0,0.0,2,1,3,1,3,7,6,1,4,1,2000.0,1,2.0,442.0,3,4,2,0,50,0,0,0,0,2,4,3,0,6,2007,8,4,267297.8249641997
